gsm	title	source_name_ch1	organism_ch1	ch:strain	ch:cross	ch:developmental stage	data_processing	library_strategy	supplementary_file_1	ch:tissue
GSM1112490	16cell_1-10	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112490/suppl/GSM1112490_16cell_1-10_expression.txt.gz	
GSM1112491	16cell_1-11	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112491/suppl/GSM1112491_16cell_1-11_expression.txt.gz	
GSM1112492	16cell_1-12	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112492/suppl/GSM1112492_16cell_1-12_expression.txt.gz	
GSM1112493	16cell_1-13	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112493/suppl/GSM1112493_16cell_1-13_expression.txt.gz	
GSM1112494	16cell_1-14	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112494/suppl/GSM1112494_16cell_1-14_expression.txt.gz	
GSM1112495	16cell_1-15	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112495/suppl/GSM1112495_16cell_1-15_expression.txt.gz	
GSM1112496	16cell_1-2	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112496/suppl/GSM1112496_16cell_1-2_expression.txt.gz	
GSM1112497	16cell_1-3	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112497/suppl/GSM1112497_16cell_1-3_expression.txt.gz	
GSM1112498	16cell_1-4	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112498/suppl/GSM1112498_16cell_1-4_expression.txt.gz	
GSM1112499	16cell_1-5	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112499/suppl/GSM1112499_16cell_1-5_expression.txt.gz	
GSM1112500	16cell_1-6	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112500/suppl/GSM1112500_16cell_1-6_expression.txt.gz	
GSM1112501	16cell_1-7	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112501/suppl/GSM1112501_16cell_1-7_expression.txt.gz	
GSM1112502	16cell_1-8	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112502/suppl/GSM1112502_16cell_1-8_expression.txt.gz	
GSM1112503	16cell_1-9	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112503/suppl/GSM1112503_16cell_1-9_expression.txt.gz	
GSM1112504	16cell_4-1	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112504/suppl/GSM1112504_16cell_4-1_expression.txt.gz	
GSM1112505	16cell_4-10	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112505/suppl/GSM1112505_16cell_4-10_expression.txt.gz	
GSM1112506	16cell_4-11	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112506/suppl/GSM1112506_16cell_4-11_expression.txt.gz	
GSM1112507	16cell_4-2	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112507/suppl/GSM1112507_16cell_4-2_expression.txt.gz	
GSM1112508	16cell_4-3	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112508/suppl/GSM1112508_16cell_4-3_expression.txt.gz	
GSM1112509	16cell_4-4	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112509/suppl/GSM1112509_16cell_4-4_expression.txt.gz	
GSM1112510	16cell_4-5	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112510/suppl/GSM1112510_16cell_4-5_expression.txt.gz	
GSM1112511	16cell_4-6	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112511/suppl/GSM1112511_16cell_4-6_expression.txt.gz	
GSM1112512	16cell_4-7	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112512/suppl/GSM1112512_16cell_4-7_expression.txt.gz	
GSM1112513	16cell_4-8	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112513/suppl/GSM1112513_16cell_4-8_expression.txt.gz	
GSM1112514	16cell_4-9	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112514/suppl/GSM1112514_16cell_4-9_expression.txt.gz	
GSM1112515	16cell_5-1	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112515/suppl/GSM1112515_16cell_5-1_expression.txt.gz	
GSM1112516	16cell_5-10	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112516/suppl/GSM1112516_16cell_5-10_expression.txt.gz	
GSM1112517	16cell_5-11	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112517/suppl/GSM1112517_16cell_5-11_expression.txt.gz	
GSM1112518	16cell_5-12	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112518/suppl/GSM1112518_16cell_5-12_expression.txt.gz	
GSM1112519	16cell_5-13	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112519/suppl/GSM1112519_16cell_5-13_expression.txt.gz	
GSM1112520	16cell_5-2	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112520/suppl/GSM1112520_16cell_5-2_expression.txt.gz	
GSM1112521	16cell_5-3	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112521/suppl/GSM1112521_16cell_5-3_expression.txt.gz	
GSM1112522	16cell_5-4	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112522/suppl/GSM1112522_16cell_5-4_expression.txt.gz	
GSM1112523	16cell_5-5	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112523/suppl/GSM1112523_16cell_5-5_expression.txt.gz	
GSM1112524	16cell_5-6	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112524/suppl/GSM1112524_16cell_5-6_expression.txt.gz	
GSM1112525	16cell_5-7	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112525/suppl/GSM1112525_16cell_5-7_expression.txt.gz	
GSM1112526	16cell_5-8	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112526/suppl/GSM1112526_16cell_5-8_expression.txt.gz	
GSM1112527	16cell_5-9	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112527/suppl/GSM1112527_16cell_5-9_expression.txt.gz	
GSM1112528	16cell_6-1	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112528/suppl/GSM1112528_16cell_6-1_expression.txt.gz	
GSM1112529	16cell_6-10	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112529/suppl/GSM1112529_16cell_6-10_expression.txt.gz	
GSM1112530	16cell_6-11	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112530/suppl/GSM1112530_16cell_6-11_expression.txt.gz	
GSM1112531	16cell_6-12	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112531/suppl/GSM1112531_16cell_6-12_expression.txt.gz	
GSM1112532	16cell_6-2	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112532/suppl/GSM1112532_16cell_6-2_expression.txt.gz	
GSM1112533	16cell_6-3	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112533/suppl/GSM1112533_16cell_6-3_expression.txt.gz	
GSM1112534	16cell_6-4	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112534/suppl/GSM1112534_16cell_6-4_expression.txt.gz	
GSM1112535	16cell_6-5	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112535/suppl/GSM1112535_16cell_6-5_expression.txt.gz	
GSM1112536	16cell_6-6	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112536/suppl/GSM1112536_16cell_6-6_expression.txt.gz	
GSM1112537	16cell_6-7	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112537/suppl/GSM1112537_16cell_6-7_expression.txt.gz	
GSM1112538	16cell_6-8	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112538/suppl/GSM1112538_16cell_6-8_expression.txt.gz	
GSM1112539	16cell_6-9	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112539/suppl/GSM1112539_16cell_6-9_expression.txt.gz	
GSM1112540	4cell_1-1	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112540/suppl/GSM1112540_4cell_1-1_expression.txt.gz	
GSM1112541	4cell_1-2	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112541/suppl/GSM1112541_4cell_1-2_expression.txt.gz	
GSM1112542	4cell_1-4	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112542/suppl/GSM1112542_4cell_1-4_expression.txt.gz	
GSM1112543	4cell_2-1	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112543/suppl/GSM1112543_4cell_2-1_expression.txt.gz	
GSM1112544	4cell_2-2	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112544/suppl/GSM1112544_4cell_2-2_expression.txt.gz	
GSM1112545	4cell_2-3	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112545/suppl/GSM1112545_4cell_2-3_expression.txt.gz	
GSM1112546	4cell_2-4	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112546/suppl/GSM1112546_4cell_2-4_expression.txt.gz	
GSM1112547	4cell_3-1	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112547/suppl/GSM1112547_4cell_3-1_expression.txt.gz	
GSM1112548	4cell_3-3	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112548/suppl/GSM1112548_4cell_3-3_expression.txt.gz	
GSM1112549	4cell_3-4	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112549/suppl/GSM1112549_4cell_3-4_expression.txt.gz	
