accession	status	symbol	title
XM_001253500.5	suppressed	LOC785500	PREDICTED: Bos taurus protein FAM205A (LOC785500), mRNA
XM_001253549.6	suppressed	LOC787244	PREDICTED: Bos taurus dual specificity phosphatase 28 (LOC787244), mRNA
XM_001253583.2	suppressed	LOC785623	PREDICTED: Bos taurus olfactory receptor 4F3/4F16/4F29 (LOC785623), mRNA
XM_001253584.2	suppressed	LOC785624	PREDICTED: Bos taurus olfactory receptor 7A17 (LOC785624), mRNA
XM_001253597.7	suppressed	TMC7	PREDICTED: Bos taurus transmembrane channel like 7 (TMC7), mRNA
XM_001253624.2	suppressed	LOC785683	PREDICTED: Bos taurus olfactory receptor, family 4, subfamily F, member 6-like (LOC785683), mRNA
XM_001253653.2	suppressed	LOC785723	PREDICTED: Bos taurus olfactory receptor 4F15 (LOC785723), mRNA
XM_001253665.5	suppressed	BPIFA2D	PREDICTED: Bos taurus BPI fold containing family A, member 2D (BPIFA2D), mRNA
XM_001253700.4	suppressed	OR5K1	PREDICTED: Bos taurus olfactory receptor, family 5, subfamily K, member 1 (OR5K1), mRNA
XM_001253710.6	suppressed	ZNF280C	PREDICTED: Bos taurus zinc finger protein 280C (ZNF280C), transcript variant X1, mRNA
XM_001253715.5	suppressed	SLC18A3	PREDICTED: Bos taurus solute carrier family 18 (vesicular acetylcholine transporter), member 3 (SLC18A3), mRNA
XM_001253725.1	suppressed	LOC787433	PREDICTED: Bos taurus olfactory receptor 10H1 (LOC787433), mRNA
XM_001253726.4	suppressed	LOC785848	PREDICTED: Bos taurus olfactory receptor 5K3 (LOC785848), mRNA
XM_001253727.5	suppressed	DCAF5	PREDICTED: Bos taurus DDB1 and CUL4 associated factor 5 (DCAF5), transcript variant X1, mRNA
XM_001253760.4	suppressed	LOC785898	PREDICTED: Bos taurus olfactory receptor 7A17 (LOC785898), mRNA
XM_001253768.3	suppressed	LOC785910	PREDICTED: Bos taurus olfactory receptor 12D2 (LOC785910), mRNA
XM_001253772.1	suppressed	LOC785914	PREDICTED: Bos taurus olfactory receptor 8K3 (LOC785914), mRNA
XM_001253783.1	suppressed	OR5F1	PREDICTED: Bos taurus olfactory receptor, family 5, subfamily F, member 1 (OR5F1), mRNA
XM_001253793.1	suppressed	LOC785946	PREDICTED: Bos taurus olfactory receptor 7A17 (LOC785946), mRNA
XM_001253806.4	suppressed	LOC785969	PREDICTED: Bos taurus olfactory receptor 4A47 (LOC785969), mRNA
XM_001253902.3	suppressed	LOC786119	PREDICTED: Bos taurus olfactory receptor 7A17 (LOC786119), mRNA
XM_001253926.2	suppressed	OR13H1	PREDICTED: Bos taurus olfactory receptor, family 13, subfamily H, member 1 (OR13H1), mRNA
XM_001253958.7	suppressed	LOC786202	PREDICTED: Bos taurus olfactory receptor 7A10 (LOC786202), mRNA
XM_001254066.4	suppressed	LOC786371	PREDICTED: Bos taurus protein S100-A15A (LOC786371), transcript variant X4, mRNA
XM_001254155.6	suppressed	IL37	PREDICTED: Bos taurus interleukin 37 (IL37), mRNA
XM_001254158.4	suppressed	ZNF318	PREDICTED: Bos taurus zinc finger protein 318 (ZNF318), partial mRNA
XM_001254166.1	suppressed	OR4C16	PREDICTED: Bos taurus olfactory receptor, family 4, subfamily C, member 16 (OR4C16), mRNA
XM_001254180.5	suppressed	GDF3	PREDICTED: Bos taurus growth differentiation factor 3 (GDF3), mRNA
XM_001254201.7	suppressed	PELP1	PREDICTED: Bos taurus proline, glutamate and leucine rich protein 1 (PELP1), transcript variant X1, mRNA
XM_001254230.4	suppressed	LOC786596	PREDICTED: Bos taurus olfactory receptor 1L6 (LOC786596), mRNA
XM_001254241.6	suppressed	WIPF3	PREDICTED: Bos taurus WAS/WASL interacting protein family member 3 (WIPF3), transcript variant X2, mRNA
XM_001254243.4	suppressed	LOC786608	PREDICTED: Bos taurus T-cell receptor alpha chain V region HPB-MLT (LOC786608), mRNA
XM_001254245.2	suppressed	LOC786610	PREDICTED: Bos taurus olfactory receptor 1L4 (LOC786610), mRNA
XM_001254329.5	suppressed	SPCS2	PREDICTED: Bos taurus signal peptidase complex subunit 2 (SPCS2), mRNA
XM_001254354.1	suppressed	OR13F1	PREDICTED: Bos taurus olfactory receptor, family 13, subfamily F, member 1 (OR13F1), mRNA
XM_001254391.3	suppressed	OR1K1	PREDICTED: Bos taurus olfactory receptor, family 1, subfamily K, member 1 (OR1K1), mRNA
XM_001254405.1	suppressed	LOC786840	PREDICTED: Bos taurus olfactory receptor-like protein OLF4 (LOC786840), mRNA
XM_001254409.5	suppressed	MXRA5	PREDICTED: Bos taurus matrix-remodelling associated 5 (MXRA5), transcript variant X2, mRNA
XM_001254421.6	suppressed	OR5C1	PREDICTED: Bos taurus olfactory receptor, family 5, subfamily C, member 1 (OR5C1), mRNA
XM_001254452.5	suppressed	LOC786897	PREDICTED: Bos taurus olfactory receptor 7G1 (LOC786897), mRNA
XM_001254545.7	suppressed	FAM159A	PREDICTED: Bos taurus family with sequence similarity 159 member A (FAM159A), transcript variant X1, mRNA
XM_001254563.7	suppressed	MSL1	PREDICTED: Bos taurus male-specific lethal 1 homolog (Drosophila) (MSL1), transcript variant X1, mRNA
XM_001254573.6	suppressed	CCDC170	PREDICTED: Bos taurus coiled-coil domain containing 170 (CCDC170), transcript variant X2, mRNA
XM_001254578.2	suppressed	LOC787071	PREDICTED: Bos taurus olfactory receptor 1L8 (LOC787071), mRNA
XM_001254585.5	suppressed	TRABD2B	PREDICTED: Bos taurus TraB domain containing 2B (TRABD2B), transcript variant X1, mRNA
XM_001254591.3	suppressed	BOSTAUV1R419	PREDICTED: Bos taurus vomeronasal 1 receptor bosTauV1R419 (BOSTAUV1R419), mRNA
XM_001254600.5	suppressed	LOC786246	PREDICTED: Bos taurus T-cell receptor alpha chain V region CTL-F3 (LOC786246), mRNA
XM_001254619.5	suppressed	LOC787129	PREDICTED: Bos taurus glycine cleavage system H protein, mitochondrial (LOC787129), mRNA
XM_001254661.2	suppressed	LOC781843	PREDICTED: Bos taurus olfactory receptor 4F15 (LOC781843), mRNA
XM_001254703.2	suppressed	LOC787247	PREDICTED: Bos taurus olfactory receptor 4F6 (LOC787247), mRNA
XM_001254706.1	suppressed	LOC787249	PREDICTED: Bos taurus olfactory receptor 1J4 (LOC787249), mRNA
XM_001254746.5	suppressed	LOC787306	PREDICTED: Bos taurus olfactory receptor 4F4 (LOC787306), mRNA
XM_001254757.4	suppressed	OR7G2	PREDICTED: Bos taurus olfactory receptor, family 7, subfamily G, member 2 (OR7G2), mRNA
XM_001254772.4	suppressed	LOC787343	PREDICTED: Bos taurus interferon alpha-2 (LOC787343), mRNA
XM_001254779.5	suppressed	DPF3	PREDICTED: Bos taurus D4, zinc and double PHD fingers, family 3 (DPF3), transcript variant X1, mRNA
XM_001254801.2	suppressed	LOC787385	PREDICTED: Bos taurus olfactory receptor 5F1 (LOC787385), mRNA
XM_001254802.2	suppressed	OR5AS1	PREDICTED: Bos taurus olfactory receptor, family 5, subfamily AS, member 1 (OR5AS1), mRNA
XM_001254810.3	suppressed	OR6C2	PREDICTED: Bos taurus olfactory receptor, family 6, subfamily C, member 2 (OR6C2), mRNA
XM_001254828.5	suppressed	LOC787428	PREDICTED: Bos taurus olfactory receptor 10AG1 (LOC787428), mRNA
XM_001254835.7	suppressed	C2H2orf72	PREDICTED: Bos taurus chromosome 2 open reading frame, human C2orf72 (C2H2orf72), transcript variant X1, mRNA
XM_001254838.5	suppressed	OR6C68	PREDICTED: Bos taurus olfactory receptor, family 6, subfamily C, member 68 (OR6C68), mRNA
XM_001254841.5	suppressed	OR5T1	PREDICTED: Bos taurus olfactory receptor, family 5, subfamily T, member 1 (OR5T1), mRNA
XM_001254846.2	suppressed	LOC787455	PREDICTED: Bos taurus olfactory receptor 8B3 (LOC787455), mRNA
XM_001254871.4	suppressed	OR56A4	PREDICTED: Bos taurus olfactory receptor, family 56, subfamily A, member 4 (OR56A4), mRNA
XM_001254876.3	suppressed	LOC787500	PREDICTED: Bos taurus olfactory receptor-like protein OLF3 (LOC787500), mRNA
XM_001254905.2	suppressed	LOC787535	PREDICTED: Bos taurus olfactory receptor 6C2 (LOC787535), mRNA
XM_001254912.5	suppressed	LOC787543	PREDICTED: Bos taurus olfactory receptor 10AG1 (LOC787543), mRNA
XM_001254936.7	suppressed	KDM1B	PREDICTED: Bos taurus lysine (K)-specific demethylase 1B (KDM1B), transcript variant X1, mRNA
XM_001254939.2	suppressed	LOC787584	PREDICTED: Bos taurus olfactory receptor 52E8 (LOC787584), mRNA
XM_001254973.4	suppressed	LOC787642	PREDICTED: Bos taurus olfactory receptor-like protein OLF2 (LOC787642), mRNA
XM_001254978.2	suppressed	OR52N2	PREDICTED: Bos taurus olfactory receptor, family 52, subfamily N, member 2 (OR52N2), mRNA
XM_001254983.2	suppressed	LOC787659	PREDICTED: Bos taurus olfactory receptor 6C1 (LOC787659), mRNA
XM_001254985.1	suppressed	OR6T1	PREDICTED: Bos taurus olfactory receptor, family 6, subfamily T, member 1 (OR6T1), mRNA
XM_001254986.2	suppressed	LOC787665	PREDICTED: Bos taurus olfactory receptor-like protein OLF4 (LOC787665), mRNA
XM_001254998.3	suppressed	LOC787694	PREDICTED: Bos taurus olfactory receptor 143 (LOC787694), mRNA
XM_001255011.4	suppressed	OR6C68	PREDICTED: Bos taurus olfactory receptor, family 6, subfamily C, member 68 (OR6C68), mRNA
XM_001255022.4	suppressed	LOC787740	PREDICTED: Bos taurus olfactory receptor 2A12 (LOC787740), mRNA
XM_001255032.4	suppressed	LOC787758	PREDICTED: Bos taurus olfactory receptor 2L8 (LOC787758), mRNA
XM_001255043.1	suppressed	LOC787774	PREDICTED: Bos taurus olfactory receptor 9A4 (LOC787774), mRNA
XM_001255054.1	suppressed	TAS2R38	PREDICTED: Bos taurus taste 2 receptor member 38 (TAS2R38), mRNA
XM_001255059.2	suppressed	OR6C76	PREDICTED: Bos taurus olfactory receptor, family 6, subfamily C, member 76 (OR6C76), mRNA
XM_001255071.1	suppressed	LOC787810	PREDICTED: Bos taurus putative olfactory receptor 56B2 (LOC787810), mRNA
XM_001255076.3	suppressed	LOC787816	PREDICTED: Bos taurus olfactory receptor 2T12 (LOC787816), mRNA
XM_001255083.2	suppressed	LOC787830	PREDICTED: Bos taurus putative olfactory receptor 56B2 (LOC787830), mRNA
XM_001255088.2	suppressed	OR56B4	PREDICTED: Bos taurus olfactory receptor, family 56, subfamily B, member 4 (OR56B4), mRNA
XM_001255098.1	suppressed	LOC787866	PREDICTED: Bos taurus olfactory receptor 6C3 (LOC787866), mRNA
XM_001255099.3	suppressed	LOC531174	PREDICTED: Bos taurus olfactory receptor 52D1 (LOC531174), mRNA
XM_001255111.2	suppressed	LOC787882	PREDICTED: Bos taurus olfactory receptor 7A17 (LOC787882), mRNA
XM_001255123.3	suppressed	LOC787898	PREDICTED: Bos taurus olfactory receptor 2T8 (LOC787898), mRNA
XM_001255154.4	suppressed	LOC787945	PREDICTED: Bos taurus olfactory receptor 6C3 (LOC787945), mRNA
XM_001255188.2	suppressed	LOC787991	PREDICTED: Bos taurus olfactory receptor 6C3 (LOC787991), mRNA
XM_001255202.3	suppressed	OR6C1	PREDICTED: Bos taurus olfactory receptor, family 6, subfamily C, member 1 (OR6C1), mRNA
XM_001255217.3	suppressed	LOC788027	PREDICTED: Bos taurus olfactory receptor 6C3 (LOC788027), mRNA
XM_001255220.2	suppressed	LOC100336881	PREDICTED: Bos taurus olfactory receptor-like protein OLF4 (LOC100336881), mRNA
XM_001255222.1	suppressed	LOC788037	PREDICTED: Bos taurus olfactory receptor 52H1 (LOC788037), mRNA
XM_001255231.2	suppressed	LOC788055	PREDICTED: Bos taurus olfactory receptor 2L2 (LOC788055), mRNA
XM_001255247.1	suppressed	LOC788079	PREDICTED: Bos taurus olfactory receptor 2L8 (LOC788079), mRNA
XM_001255253.4	suppressed	LOC788089	PREDICTED: Bos taurus olfactory receptor 4C11 (LOC788089), mRNA
XM_001255258.1	suppressed	LOC788100	PREDICTED: Bos taurus olfactory receptor 4K13 (LOC788100), mRNA
XM_001255267.3	suppressed	LOC788114	PREDICTED: Bos taurus olfactory receptor 6C3 (LOC788114), mRNA
XM_001255280.2	suppressed	LOC788129	PREDICTED: Bos taurus olfactory receptor 4K13 (LOC788129), mRNA
XM_001255294.3	suppressed	LOC788146	PREDICTED: Bos taurus olfactory receptor 4L1 (LOC788146), mRNA
XM_001255306.2	suppressed	LOC788160	PREDICTED: Bos taurus olfactory receptor 6C1 (LOC788160), mRNA
XM_001255329.1	suppressed	OR2T4	PREDICTED: Bos taurus olfactory receptor, family 2, subfamily T, member 4 (OR2T4), mRNA
XM_001255346.3	suppressed	LOC788210	PREDICTED: Bos taurus olfactory receptor 6C74 (LOC788210), mRNA
XM_001255351.2	suppressed	LOC788220	PREDICTED: Bos taurus olfactory receptor 6C76 (LOC788220), mRNA
XM_001255364.2	suppressed	LOC788242	PREDICTED: Bos taurus olfactory receptor, family 6, subfamily C, member 4-like (LOC788242), mRNA
XM_001255367.3	suppressed	LOC788246	PREDICTED: Bos taurus olfactory receptor 7A17 (LOC788246), mRNA
XM_001255374.2	suppressed	LOC788258	PREDICTED: Bos taurus olfactory receptor 6C3 (LOC788258), mRNA
XM_001255376.3	suppressed	LOC788263	PREDICTED: Bos taurus olfactory receptor 52N2 (LOC788263), mRNA
XM_001255392.3	suppressed	LOC788285	PREDICTED: Bos taurus olfactory receptor 6C74 (LOC788285), mRNA
XM_001255393.3	suppressed	LOC788287	PREDICTED: Bos taurus olfactory receptor 2H1 (LOC788287), mRNA
XM_001255395.6	suppressed	OR7A17	PREDICTED: Bos taurus olfactory receptor, family 7, subfamily A, member 17 (OR7A17), mRNA
XM_001255397.2	suppressed	OR52D1	PREDICTED: Bos taurus olfactory receptor, family 52, subfamily D, member 1 (OR52D1), mRNA
XM_001255417.2	suppressed	LOC788322	PREDICTED: Bos taurus olfactory receptor 6C74 (LOC788322), mRNA
XM_001255437.5	suppressed	USPL1	PREDICTED: Bos taurus ubiquitin specific peptidase like 1 (USPL1), transcript variant X1, mRNA
XM_001255438.5	suppressed	NKAIN3	PREDICTED: Bos taurus Na+/K+ transporting ATPase interacting 3 (NKAIN3), transcript variant X2, mRNA
XM_001255442.2	suppressed	LOC788357	PREDICTED: Bos taurus olfactory receptor 6C74 (LOC788357), mRNA
XM_001255445.4	suppressed	OR2T4	PREDICTED: Bos taurus olfactory receptor, family 2, subfamily T, member 4 (OR2T4), mRNA
XM_001255448.5	suppressed	MAPKBP1	PREDICTED: Bos taurus mitogen-activated protein kinase binding protein 1 (MAPKBP1), transcript variant X2, mRNA
XM_001255454.2	suppressed	LOC788372	PREDICTED: Bos taurus olfactory receptor 6C74 (LOC788372), mRNA
XM_001255461.4	suppressed	KRT12	PREDICTED: Bos taurus keratin 12, type I (KRT12), mRNA
XM_001255472.4	suppressed	LOC788396	PREDICTED: Bos taurus olfactory receptor 10A5 (LOC788396), mRNA
XM_001255475.6	suppressed	LOC788401	PREDICTED: Bos taurus olfactory receptor 13F1-like (LOC788401), mRNA
XM_001255484.4	suppressed	LOC788413	PREDICTED: Bos taurus olfactory receptor 10A2 (LOC788413), mRNA
XM_001255496.4	suppressed	LOC788428	PREDICTED: Bos taurus olfactory receptor 10A2 (LOC788428), mRNA
XM_001255503.1	suppressed	LOC788438	PREDICTED: Bos taurus olfactory receptor 12 (LOC788438), mRNA
XM_001255523.7	suppressed	PDF	PREDICTED: Bos taurus peptide deformylase (mitochondrial) (PDF), mRNA
XM_001255552.5	suppressed	LOC788512	PREDICTED: Bos taurus olfactory receptor 9K2 (LOC788512), partial mRNA
XM_001255583.5	suppressed	LOC788552	PREDICTED: Bos taurus olfactory receptor 9K2 (LOC788552), partial mRNA
XM_001255584.1	suppressed	LOC788554	PREDICTED: Bos taurus olfactory receptor 8B3 (LOC788554), mRNA
XM_001255607.4	suppressed	OR51T1	PREDICTED: Bos taurus olfactory receptor, family 51, subfamily T, member 1 (OR51T1), mRNA
XM_001255629.3	suppressed	LOC788626	PREDICTED: Bos taurus olfactory receptor 7A17 (LOC788626), mRNA
XM_001255637.2	suppressed	LOC788638	PREDICTED: Bos taurus olfactory receptor 7A17 (LOC788638), mRNA
XM_001255644.7	suppressed	LOC788650	PREDICTED: Bos taurus keratin-associated protein 16-1 (LOC788650), mRNA
XM_001255668.1	suppressed	OR4D2	PREDICTED: Bos taurus olfactory receptor, family 4, subfamily D, member 2 (OR4D2), mRNA
XM_001255672.4	suppressed	LOC788692	PREDICTED: Bos taurus olfactory receptor 52E1 (LOC788692), mRNA
XM_001255685.4	suppressed	C23H6orf15	PREDICTED: Bos taurus chromosome 23 open reading frame, human C6orf15 (C23H6orf15), transcript variant X2, mRNA
XM_001255686.3	suppressed	LOC522560	PREDICTED: Bos taurus olfactory receptor, family 2, subfamily T, member 27-like (LOC522560), mRNA
XM_001255687.5	suppressed	LOC101907085	PREDICTED: Bos taurus putative ubiquitin carboxyl-terminal hydrolase 17-like protein 23 (LOC101907085), partial mRNA
XM_001255696.4	suppressed	C13H20orf141	PREDICTED: Bos taurus chromosome 13 open reading frame, human C20orf141 (C13H20orf141), mRNA
XM_001255698.6	suppressed	KRT9	PREDICTED: Bos taurus keratin 9, type I (KRT9), mRNA
XM_001255707.3	suppressed	LOC788740	PREDICTED: Bos taurus olfactory receptor, family 4, subfamily F, member 3-like (LOC788740), mRNA
XM_001255730.2	suppressed	LOC788778	PREDICTED: Bos taurus olfactory receptor 4F3/4F16/4F29 (LOC788778), mRNA
XM_001255737.4	suppressed	THEG	PREDICTED: Bos taurus theg spermatid protein (THEG), transcript variant X2, mRNA
XM_001255743.2	suppressed	LOC788797	PREDICTED: Bos taurus olfactory receptor 4F3/4F16/4F29 (LOC788797), mRNA
XM_001255785.1	suppressed	LOC788864	PREDICTED: Bos taurus olfactory receptor 51H1 (LOC788864), mRNA
XM_001255789.4	suppressed	ANKEF1	PREDICTED: Bos taurus ankyrin repeat and EF-hand domain containing 1 (ANKEF1), transcript variant X1, mRNA
XM_001255793.1	suppressed	LOC788874	PREDICTED: Bos taurus olfactory receptor 5F1 (LOC788874), mRNA
XM_001255843.2	suppressed	LOC788939	PREDICTED: Bos taurus olfactory receptor 52K2-like (LOC788939), mRNA
XM_001255886.1	suppressed	LOC788998	PREDICTED: Bos taurus olfactory receptor, family 9, subfamily K, member 2-like (LOC788998), mRNA
XM_001255911.6	suppressed	LOC789034	PREDICTED: Bos taurus uncharacterized LOC789034 (LOC789034), transcript variant X1, mRNA
XM_001255927.6	suppressed	PSMG4	PREDICTED: Bos taurus proteasome (prosome, macropain) assembly chaperone 4 (PSMG4), mRNA
XM_001256022.4	suppressed	PRR33	PREDICTED: Bos taurus proline rich 33 (PRR33), mRNA
XM_001256023.4	suppressed	LOC789201	PREDICTED: Bos taurus olfactory receptor 4A47 (LOC789201), mRNA
XM_001256029.6	suppressed	LRRC38	PREDICTED: Bos taurus leucine rich repeat containing 38 (LRRC38), transcript variant X2, mRNA
XM_001256053.2	suppressed	LOC789246	PREDICTED: Bos taurus olfactory receptor 1361 (LOC789246), mRNA
XM_001256068.6	suppressed	MILR1	PREDICTED: Bos taurus mast cell immunoglobulin-like receptor 1 (MILR1), transcript variant X1, mRNA
XM_001256075.4	suppressed	OR5D13	PREDICTED: Bos taurus olfactory receptor, family 5, subfamily D, member 13 (OR5D13), mRNA
XM_001256081.2	suppressed	LOC789288	PREDICTED: Bos taurus olfactory receptor 5W2 (LOC789288), mRNA
XM_001256086.5	suppressed	LOC789293	PREDICTED: Bos taurus olfactory receptor 5W2 (LOC789293), mRNA
XM_001256090.5	suppressed	RBM44	PREDICTED: Bos taurus RNA binding motif protein 44 (RBM44), mRNA
XM_001256092.5	suppressed	LOC789300	PREDICTED: Bos taurus olfactory receptor 5W2 (LOC789300), partial mRNA
XM_001256097.5	suppressed	LOC789309	PREDICTED: Bos taurus F-box only protein 27 (LOC789309), transcript variant X1, mRNA
XM_001256104.4	suppressed	LOC789317	PREDICTED: Bos taurus disintegrin and metalloproteinase domain-containing protein 30 (LOC789317), mRNA
XM_001256116.4	suppressed	LOC789334	PREDICTED: Bos taurus disintegrin and metalloproteinase domain-containing protein 30 (LOC789334), mRNA
XM_001256127.6	suppressed	RAB11FIP3	PREDICTED: Bos taurus RAB11 family interacting protein 3 (class II) (RAB11FIP3), transcript variant X1, mRNA
XM_001256202.3	suppressed	LOC530175	PREDICTED: Bos taurus olfactory receptor 12 (LOC530175), mRNA
XM_001256259.3	suppressed	BOSTAUV1R426	PREDICTED: Bos taurus vomeronasal 1 receptor bosTauV1R426 (BOSTAUV1R426), transcript variant X2, mRNA
XM_001256329.6	suppressed	ZCWPW2	PREDICTED: Bos taurus zinc finger, CW type with PWWP domain 2 (ZCWPW2), mRNA
XM_001256341.4	suppressed	LOC789653	PREDICTED: Bos taurus T-cell receptor alpha chain V region HPB-MLT (LOC789653), mRNA
XM_001256344.4	suppressed	SBK3	PREDICTED: Bos taurus SH3 domain binding kinase family member 3 (SBK3), mRNA
XM_001256391.6	suppressed	SHISA7	PREDICTED: Bos taurus shisa family member 7 (SHISA7), transcript variant X2, mRNA
XM_001256396.6	suppressed	LOC789732	PREDICTED: Bos taurus CMRF35-like molecule 4 (LOC789732), mRNA
